,Station,Station Latitude,Station Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
0,S Adlershof,52.435102,13.540553,Olympia Greek Food,52.43398232,13.53850004,Greek Restaurant
1,S Adlershof,52.435102,13.540553,Griechisches Restaurant Athen,52.43490141197407,13.54667973532164,Greek Restaurant
2,S Adlershof,52.435102,13.540553,Trattoria Il Mondo,52.434788,13.543176,Trattoria/Osteria
3,S Adlershof,52.435102,13.540553,Deutsche Bank Filiale,52.43634582030003,13.544170257025712,Bank
4,S Adlershof,52.435102,13.540553,azuma,52.43316917002007,13.536792849589817,Sushi Restaurant
5,S Adlershof,52.435102,13.540553,SUBWAY,52.43267539106142,13.535262941686597,Sandwich Place
6,S Adlershof,52.435102,13.540553,Cafe & Bistro Albert,52.43154257456707,13.537080625837202,Café
7,S Adlershof,52.435102,13.540553,Kaufland,52.43292829059636,13.535700418180824,Big Box Store
8,S Adlershof,52.435102,13.540553,Asia-Sushi-Bar,52.43231498671414,13.536117951884707,Asian Restaurant
9,S Ahrensfelde Bhf,52.571564,13.566118,Lidl,52.56976,13.5693981,Supermarket
10,S Ahrensfelde Bhf,52.571564,13.566118,REWE,52.56885211555411,13.568511650297182,Supermarket
11,S Ahrensfelde Bhf,52.571564,13.566118,Bahnhof Ahrensfelde,52.571342327367596,13.565282821655273,Train Station
12,S Ahrensfelde Bhf,52.571564,13.566118,Agip Service Station,52.57224438,13.5649645,Gas Station
13,S Ahrensfelde Bhf,52.571564,13.566118,NORMA,52.56751525184296,13.563774171247351,Supermarket
14,S Altglienicke,52.407790999999996,13.559601999999998,Espressobar Zum Kalten Hund,52.40714133014793,13.558547332534934,Food Truck
15,S Altglienicke,52.407790999999996,13.559601999999998,S Altglienicke,52.40729329065715,13.558894894473324,Light Rail Station
16,S Altglienicke,52.407790999999996,13.559601999999998,ABEX BÄR & OLLENROTH GEBÄUDETECHNIK,52.404709092445,13.559393617058,Shopping Mall
17,S Altglienicke,52.407790999999996,13.559601999999998,Thomas Philipps Sonderposten,52.404002919858414,13.559602259609306,Discount Store
18,S Alt-Reinickendorf,52.577968999999996,13.349747,Latichte,52.576094028594824,13.348752556321415,German Restaurant
19,S Alt-Reinickendorf,52.577968999999996,13.349747,Paracelsus-Bad,52.57535508734666,13.347456854839297,Pool
20,S Alt-Reinickendorf,52.577968999999996,13.349747,Bäckerei Steinicke (Fabrikverkauf),52.57765390878057,13.356328010559082,Bakery
21,S Alt-Reinickendorf,52.577968999999996,13.349747,Sportplatz Freiheitsweg,52.576467296502386,13.356456756591797,Soccer Field
22,S Anhalter Bahnhof,52.504538000000004,13.382076999999999,Martin-Gropius-Bau,52.50685743592688,13.38183045387268,Art Museum
23,S Anhalter Bahnhof,52.504538000000004,13.382076999999999,Beba,52.506871933359555,13.381672955292743,Israeli Restaurant
24,S Anhalter Bahnhof,52.504538000000004,13.382076999999999,Mövenpick Hotel Berlin,52.50380517882488,13.380369510023002,Hotel
25,S Anhalter Bahnhof,52.504538000000004,13.382076999999999,Basement Boulderstudio,52.50383381099916,13.38361144065857,Climbing Gym
26,S Anhalter Bahnhof,52.504538000000004,13.382076999999999,Topographie des Terrors,52.506883557050294,13.38360071182251,History Museum
27,S Anhalter Bahnhof,52.504538000000004,13.382076999999999,Stadtklause,52.50481359949364,13.38059805752047,Pub
28,S Anhalter Bahnhof,52.504538000000004,13.382076999999999,Baudenkmal Berliner Mauer | Berlin Wall Monument (Baudenkmal Berliner Mauer),52.50713170694858,13.384437561035156,Historic Site
29,S Anhalter Bahnhof,52.504538000000004,13.382076999999999,Tempodrom,52.50184842363405,13.381294012069702,Concert Hall
30,S Anhalter Bahnhof,52.504538000000004,13.382076999999999,Crowne Plaza Berlin Potsdamer Platz,52.5015295,13.3830256,Hotel
31,S Anhalter Bahnhof,52.504538000000004,13.382076999999999,Woop Woop Icecream,52.50458046657708,13.383112153429211,Food Truck
32,S Anhalter Bahnhof,52.504538000000004,13.382076999999999,Solar,52.50434198522735,13.383829581347038,Restaurant
33,S Anhalter Bahnhof,52.504538000000004,13.382076999999999,Berlin Story Bunker,52.50287378291028,13.3803391456604,Historic Site
34,S Anhalter Bahnhof,52.504538000000004,13.382076999999999,Liquidrom,52.50111299268382,13.381710724008686,Spa
35,S Anhalter Bahnhof,52.504538000000004,13.382076999999999,Trabi-Safari / Trabi-World,52.50762662685895,13.386632240518113,Rental Car Location
36,S Anhalter Bahnhof,52.504538000000004,13.382076999999999,Mabuhay,52.504067683860825,13.37582270945074,Indonesian Restaurant
37,S Anhalter Bahnhof,52.504538000000004,13.382076999999999,Hansa Studio,52.50626472568255,13.37698685155247,Music Venue
38,S Anhalter Bahnhof,52.504538000000004,13.382076999999999,Solar Skybar Lounge,52.50437294123316,13.383681126633618,Cocktail Bar
39,S Anhalter Bahnhof,52.504538000000004,13.382076999999999,Mama Cook,52.50297528052083,13.388150737751431,Vietnamese Restaurant
40,S Anhalter Bahnhof,52.504538000000004,13.382076999999999,relexa hotel Stuttgarter Hof,52.5049794842523,13.385151525678207,Hotel
41,S Anhalter Bahnhof,52.504538000000004,13.382076999999999,Yarok,52.50701781738316,13.385916868771202,Middle Eastern Restaurant
42,S Anhalter Bahnhof,52.504538000000004,13.382076999999999,Holmes Place,52.505223583712855,13.376115347663054,Gym / Fitness Center
43,S Anhalter Bahnhof,52.504538000000004,13.382076999999999,Steakhaus Asador,52.503518645755335,13.387594842287493,Argentinian Restaurant
44,S Anhalter Bahnhof,52.504538000000004,13.382076999999999,Fressnapf,52.5031111,13.3844918,Pet Store
45,S Anhalter Bahnhof,52.504538000000004,13.382076999999999,Novotel Suites Berlin Potsdamer Platz,52.50455165185142,13.383133708496985,Hotel
46,S Anhalter Bahnhof,52.504538000000004,13.382076999999999,Scandic Berlin Potsdamer Platz,52.50470892037801,13.375189304351807,Hotel
47,S Anhalter Bahnhof,52.504538000000004,13.382076999999999,Mirami - Sushi & Asia fusion cuisin,52.50176728510371,13.385925009408492,Asian Restaurant
48,S Anhalter Bahnhof,52.504538000000004,13.382076999999999,Underground Lasergame,52.505985034176035,13.38071582914288,Laser Tag
49,S Anhalter Bahnhof,52.504538000000004,13.382076999999999,Anhalter Bahnhof,52.504294624354515,13.382233388988816,Historic Site
50,S Anhalter Bahnhof,52.504538000000004,13.382076999999999,Berlin Hi-Flyer,52.507540039508385,13.386195578430716,Scenic Lookout
51,S Anhalter Bahnhof,52.504538000000004,13.382076999999999,Coffee & Cookies,52.50618468688878,13.380086891404043,Coffee Shop
52,S Attilastr.,52.447297999999996,13.361177,Taverna Sirtaki,52.44647851101488,13.359217437523531,Taverna
53,S Attilastr.,52.447297999999996,13.361177,Rahaus Home,52.446416645623685,13.359297704110896,Furniture / Home Store
54,S Attilastr.,52.447297999999996,13.361177,H S Attilastraße,52.446479977645225,13.359234731456223,Bus Stop
55,S Attilastr.,52.447297999999996,13.361177,Surf Inn,52.44634965010448,13.361661896760202,Burrito Place
56,S Attilastr.,52.447297999999996,13.361177,Netto Marken-Discount,52.44864222,13.36275558,Supermarket
57,S Attilastr.,52.447297999999996,13.361177,S Südende,52.44648994838095,13.359213772888728,Light Rail Station
58,S Attilastr.,52.447297999999996,13.361177,H Röblingstr / Attilastr,52.449851810382455,13.366368787357766,Bus Stop
59,S Attilastr.,52.447297999999996,13.361177,Luka Café,52.448819523199965,13.354775174784175,Bakery
60,S Attilastr.,52.447297999999996,13.361177,ALDI NORD,52.451546355251885,13.362596661397664,Supermarket
61,S Babelsberg,52.391366999999995,13.094631,Die Eisfrau,52.391667474307894,13.09341661957701,Ice Cream Shop
62,S Babelsberg,52.391366999999995,13.094631,Kellermann,52.391951,13.09128,Café
63,S Babelsberg,52.391366999999995,13.094631,Thalia,52.391748741221,13.095108380782428,Indie Movie Theater
64,S Babelsberg,52.391366999999995,13.094631,Imbiss Sanssouci,52.39167208898267,13.094656181666297,Snack Place
65,S Babelsberg,52.391366999999995,13.094631,Vis a Vis Döner,52.391653491455514,13.094353776676313,Doner Restaurant
66,S Babelsberg,52.391366999999995,13.094631,Subba,52.392445213413275,13.091810657580972,Asian Restaurant
67,S Babelsberg,52.391366999999995,13.094631,Karli Gemüse Kebap,52.39178087874937,13.095571107006931,Falafel Restaurant
68,S Babelsberg,52.391366999999995,13.094631,Restaurant Fidele,52.39061681851335,13.094322556274935,Italian Restaurant
69,S Babelsberg,52.391366999999995,13.094631,Janny's Eis,52.39281231797914,13.092033151372116,Ice Cream Shop
70,S Babelsberg,52.391366999999995,13.094631,Bäckerei & Konditorei Fahland,52.39414364911889,13.092813202011408,Bakery
71,S Babelsberg,52.391366999999995,13.094631,Gleis 6,52.39149694195153,13.091187085579348,Pub
72,S Babelsberg,52.391366999999995,13.094631,EDEKA Rudolf-Breitscheid-Straße,52.391799,13.091981,Supermarket
73,S Babelsberg,52.391366999999995,13.094631,Weberplatz,52.393792938927575,13.095194257224698,Plaza
74,S Babelsberg,52.391366999999995,13.094631,Burgerbüro,52.391773,13.094573,Burger Joint
75,S Babelsberg,52.391366999999995,13.094631,Happy Hour,52.39205317174399,13.0969415106217,Pool Hall
76,S Babelsberg,52.391366999999995,13.094631,Steakhaus Mendoza,52.390055,13.097709,Argentinian Restaurant
77,S Babelsberg,52.391366999999995,13.094631,Paros,52.39217697345255,13.099224134755309,Greek Restaurant
78,S Babelsberg,52.391366999999995,13.094631,Zillestube Trattoria,52.393826250000004,13.092637674999999,Trattoria/Osteria
79,S Babelsberg,52.391366999999995,13.094631,Café Exner,52.39330815647413,13.092256140435314,Café
80,S Babelsberg,52.391366999999995,13.094631,Kims Restaurant,52.39169556942499,13.093793392181396,Asian Restaurant
81,S Babelsberg,52.391366999999995,13.094631,Late Shop,52.391656,13.091332,Convenience Store
82,S Babelsberg,52.391366999999995,13.094631,Bistro Femo,52.391623548192776,13.09119701385498,Fast Food Restaurant
83,S Babelsberg,52.391366999999995,13.094631,Netto Marken-Discount,52.39106954,13.09870171,Supermarket
84,S Babelsberg,52.391366999999995,13.094631,Restaurant Unicat,52.394644672745834,13.093259176858044,German Restaurant
85,S Babelsberg,52.391366999999995,13.094631,Bäcker Kühnbaum,52.39515932191416,13.0933472629623,Bakery
86,S Babelsberg,52.391366999999995,13.094631,Liên Liên Sushi-Bar,52.39447289000001,13.08967738,Sushi Restaurant
87,S Baumschulenweg,52.467581,13.489505,Hoa Lan,52.465309143066406,13.487104415893555,Vietnamese Restaurant
88,S Baumschulenweg,52.467581,13.489505,LECKERBACK,52.466808452250426,13.488595596912601,Bakery
89,S Baumschulenweg,52.467581,13.489505,dm-drogerie markt,52.46523136834527,13.486048372953519,Drugstore
90,S Baumschulenweg,52.467581,13.489505,Café Behring,52.4666003584635,13.489494693572258,Café
91,S Baumschulenweg,52.467581,13.489505,Rossmann,52.46701264767465,13.488962081662121,Drugstore
92,S Baumschulenweg,52.467581,13.489505,EDEKA,52.4638978,13.4857741,Supermarket
93,S Baumschulenweg,52.467581,13.489505,Pauline P.,52.465738907208795,13.486540867837343,Café
94,S Baumschulenweg,52.467581,13.489505,Lidl,52.4638832,13.4872421,Supermarket
95,S Baumschulenweg,52.467581,13.489505,Lottoladen,52.46829765004057,13.490797525780776,Smoke Shop
96,S Baumschulenweg,52.467581,13.489505,Eckert Zeitungen,52.46724,13.489583,Newsstand
97,S Baumschulenweg,52.467581,13.489505,S Baumschulenweg,52.46748401130142,13.490026465375704,Light Rail Station
98,S Baumschulenweg,52.467581,13.489505,Gleis 3/5,52.46739821207636,13.489961701146411,Platform
99,S Baumschulenweg,52.467581,13.489505,Wiener Feinbäckerei Heberer,52.46756505585002,13.48994807315695,Bakery
100,S Baumschulenweg,52.467581,13.489505,H Baumschulenstraße / Köpenicker Landstr.,52.46922409895184,13.490739769262571,Bus Stop
101,S Baumschulenweg,52.467581,13.489505,Maharani,52.468512,13.490587,Indian Restaurant
102,S Baumschulenweg,52.467581,13.489505,Gleis 4,52.468070306816315,13.489472810957388,Platform
103,S Baumschulenweg,52.467581,13.489505,China Restaurant Kaisergarten,52.46965827586517,13.490116596221924,Chinese Restaurant
104,S Baumschulenweg,52.467581,13.489505,Blumen Welt,52.46595885297949,13.486932814121246,Flower Shop
105,S Baumschulenweg,52.467581,13.489505,Pizzeria Dilara,52.465773235831726,13.487168199312107,Pizza Place
106,S Baumschulenweg,52.467581,13.489505,Sparda-Bank,52.464983576849704,13.486230904380385,Credit Union
107,S Baumschulenweg,52.467581,13.489505,ASIA WOK,52.464722703447585,13.48613133501119,Asian Restaurant
108,S Bellevue,52.519951,13.347098,Akademie der Künste | Academy of Arts (Akademie der Künste),52.51828281151223,13.346301882080567,Art Museum
109,S Bellevue,52.519951,13.347098,Lir Irish Pub,52.520284479191844,13.344340720449152,Irish Pub
110,S Bellevue,52.519951,13.347098,Marjan Grill,52.52019090974542,13.346992507015973,Mediterranean Restaurant
111,S Bellevue,52.519951,13.347098,Konditorei & Café Buchwald,52.521197,13.347825,Pastry Shop
112,S Bellevue,52.519951,13.347098,Schlosspark Bellevue,52.517970572031565,13.351049423217773,Park
113,S Bellevue,52.519951,13.347098,Bellevue-Ufer,52.51856059314833,13.3518648147583,Waterfront
114,S Bellevue,52.519951,13.347098,Englischer Garten,52.516703999250495,13.347423076629639,Park
115,S Bellevue,52.519951,13.347098,Teehaus im Englischen Garten,52.516997999890044,13.347867867011727,Café
116,S Bellevue,52.519951,13.347098,Longdistance Shop for Runners,52.51685579404812,13.343367576599121,Sporting Goods Shop
117,S Bellevue,52.519951,13.347098,Schloss Bellevue,52.51745480710997,13.352744579315186,Palace
118,S Bellevue,52.519951,13.347098,CARL & SOPHIE Spree Restaurant,52.522975,13.34587,Restaurant
119,S Bellevue,52.519951,13.347098,GRIPS Theater,52.51857729534326,13.3415088057518,Theater
120,S Bellevue,52.519951,13.347098,Berlin Bier Shop,52.52379018468996,13.349350421526868,Beer Store
121,S Bellevue,52.519951,13.347098,AMERON Hotel ABION Villa,52.5227296866735,13.346757888793944,Hotel
122,S Bellevue,52.519951,13.347098,Buchstabenmuseum,52.520003,13.344753,Art Museum
123,S Bellevue,52.519951,13.347098,cafe paci,52.52312176763155,13.348946663083227,Coffee Shop
124,S Bellevue,52.519951,13.347098,Absolut Curry,52.5201484273184,13.347306867534536,Currywurst Joint
125,S Bellevue,52.519951,13.347098,zwölf.uhr.mittags,52.522755798363264,13.348978757858275,Bistro
126,S Bellevue,52.519951,13.347098,Casa Matti,52.522048049039014,13.348738867824297,Italian Restaurant
127,S Bellevue,52.519951,13.347098,LPG biomarkt,52.523586983293995,13.346455899661084,Organic Grocery
128,S Bellevue,52.519951,13.347098,Monopol,52.52395827347707,13.349390095484578,Restaurant
129,S Bellevue,52.519951,13.347098,Ameron Hotel Abion Spreebogen Berlin,52.523105149572636,13.345906880373946,Hotel
130,S Bellevue,52.519951,13.347098,Keyfi Sefa Berlin,52.518350199048015,13.341654723717099,Turkish Restaurant
131,S Bellevue,52.519951,13.347098,REWE CITY,52.518722677716,13.34249744487363,Supermarket
132,S Bellevue,52.519951,13.347098,Patio,52.52201277990562,13.3478701014513,Italian Restaurant
133,S Bellevue,52.519951,13.347098,OM Restaurant,52.52256067608402,13.348778072604672,Indian Restaurant
134,S Bellevue,52.519951,13.347098,Paulaner's,52.52421538997442,13.346746061988283,German Restaurant
135,S Bellevue,52.519951,13.347098,Hansaplatz,52.51842718345503,13.342117404668054,Plaza
136,S Bellevue,52.519951,13.347098,Der Weinladen am Hansaplatz,52.51863322313917,13.342841863632202,Wine Shop
137,S Bellevue,52.519951,13.347098,Café Tiergarten,52.516741785825126,13.344059828903811,Café
138,S Bergfelde,52.669695,13.321454999999998,NORMA,52.67216659362089,13.318111896514893,Supermarket
139,S Bergfelde,52.669695,13.321454999999998,Getränke Hoffmann,52.672569615139615,13.318443504299125,Liquor Store
140,S Bernau Bhf,52.676232999999996,13.593034,Zum Zicken-Schulze,52.6782658,13.5892843,German Restaurant
141,S Bernau Bhf,52.676232999999996,13.593034,Rissani-Imbiss,52.67798857569588,13.589057779826005,Falafel Restaurant
142,S Bernau Bhf,52.676232999999996,13.593034,Casa Vicina,52.67536172860814,13.586043658510677,Italian Restaurant
143,S Bernau Bhf,52.676232999999996,13.593034,EDEKA Center,52.67778159809732,13.597455801936414,Supermarket
144,S Bernau Bhf,52.676232999999996,13.593034,Restaurant Schwarzer Adler,52.677833416304,13.588410843677163,German Restaurant
145,S Bernau Bhf,52.676232999999996,13.593034,Imbiss Backshop,52.675976,13.59276,Doner Restaurant
146,S Bernau Bhf,52.676232999999996,13.593034,Eckert,52.676411,13.59326,Miscellaneous Shop
147,S Bernau Bhf,52.676232999999996,13.593034,"Café ""Zuckersüß""",52.67606983647568,13.592233657836914,Café
148,S Bernau Bhf,52.676232999999996,13.593034,Kaffee-Haus Madlen,52.677528,13.589749,Café
149,S Bernau Bhf,52.676232999999996,13.593034,Burger King,52.677759,13.597285,Fast Food Restaurant
150,S Bernau Bhf,52.676232999999996,13.593034,MediMax,52.676902483152354,13.596632480621338,Electronics Store
151,S Bernau Bhf,52.676232999999996,13.593034,Steintor,52.678553,13.59156,Historic Site
152,S Bernau Bhf,52.676232999999996,13.593034,Thai-Asia Bistro,52.6788149083985,13.587791919708252,Asian Restaurant
153,S Bernau Bhf,52.676232999999996,13.593034,Bahnhofs-Passage,52.676629729624246,13.596312246724144,Shopping Mall
154,S Bernau-Friedenstal,52.66836899999999,13.564597000000001,S Bernau-Friedenstal,52.669108305513134,13.56197471574241,Light Rail Station
155,S Betriebsbahnhof Rummelsburg,52.493956999999995,13.497508999999999,Sisyphos,52.49300036751654,13.491161228668023,Nightclub
156,S Betriebsbahnhof Rummelsburg,52.493956999999995,13.497508999999999,Hundeplatz Rummelsburg,52.49318089654172,13.5042142868042,Dog Run
157,S Betriebsbahnhof Rummelsburg,52.493956999999995,13.497508999999999,Lichtlabor Berlin,52.49399349315547,13.490719253840279,Music Venue
158,S Betriebsbahnhof Schöneweide,52.446695,13.524028,Esv Lok Schöneweide,52.4473322285179,13.525287427089653,Soccer Field
159,S Beusselstr.,52.534314,13.328702999999999,Einer dieser Tage,52.53238792130165,13.3317325258927,Café
160,S Beusselstr.,52.534314,13.328702999999999,Hamberger,52.53323005719321,13.332538742285122,Market
161,S Beusselstr.,52.534314,13.328702999999999,Taverna Merkouri,52.530984646778535,13.330183584244173,Taverna
162,S Beusselstr.,52.534314,13.328702999999999,Beussel Grill,52.533059782716215,13.32865608049043,Doner Restaurant
163,S Beusselstr.,52.534314,13.328702999999999,Shell,52.53558452,13.32487202,Gas Station
164,S Beusselstr.,52.534314,13.328702999999999,Freundliche Bäckerei,52.53314119680605,13.328357333121604,Bakery
165,S Beusselstr.,52.534314,13.328702999999999,S Beusselstraße,52.53425765575362,13.328670736478864,Light Rail Station
166,S Beusselstr.,52.534314,13.328702999999999,Wok-Man,52.53249804324453,13.326752790163676,Asian Restaurant
167,S Beusselstr.,52.534314,13.328702999999999,Westhafen,52.5384,13.331616,Harbor / Marina
168,S Biesdorf,52.513059,13.555035,Schloss Biesdorf,52.509887382703425,13.557697534561157,Palace
169,S Biesdorf,52.513059,13.555035,S Biesdorf,52.51316285245152,13.555467425622808,Light Rail Station
170,S Biesdorf,52.513059,13.555035,Steinecke Brotmeisterei,52.513886227037936,13.554675853894896,Bakery
171,S Biesdorf,52.513059,13.555035,PENNY,52.514202737053566,13.554336712235568,Liquor Store
172,S Biesdorf,52.513059,13.555035,Biesdorfer Parkbühne,52.511794052468275,13.559049367904663,Outdoor Event Space
173,S Biesdorf,52.513059,13.555035,Schlosspark Biesdorf,52.51110191478889,13.55931758880615,Park
174,S Biesdorf,52.513059,13.555035,Alt-Biesdorf,52.5088514767833,13.557590197081296,Plaza
175,S Birkenstein,52.515755000000006,13.648591,dm-drogerie markt,52.51642439383841,13.648161919018776,Drugstore
176,S Birkenstein,52.515755000000006,13.648591,REWE Kai Windmüller,52.51653872288661,13.64833599070073,Supermarket
177,S Birkenstein,52.515755000000006,13.648591,Steinecke,52.515663766746805,13.648250875083898,Café
178,S Birkenstein,52.515755000000006,13.648591,Autohaus König Dahlwitz-Hoppegarten,52.51274797,13.65373204,Auto Dealership
179,S Birkenwerder Bhf,52.687867000000004,13.288418,Das Kaffeehaus Birkenwerder,52.68830468988606,13.286028656240548,Café
180,S Birkenwerder Bhf,52.687867000000004,13.288418,Hotel & China-Buffet-Restaurant,52.68781183100632,13.28771944057607,Hotel
181,S Birkenwerder Bhf,52.687867000000004,13.288418,S Birkenwerder (b Berlin),52.688124018047766,13.288528122037595,Light Rail Station
182,S Birkenwerder Bhf,52.687867000000004,13.288418,Birkenwerder Kehranlage,52.692148394390856,13.287350182419166,Train Station
183,S Blankenburg,52.591069,13.442972,S Blankenburg,52.59136078849369,13.443423880889817,Light Rail Station
184,S Blankenburg,52.591069,13.442972,H S Blankenburg,52.59088702279904,13.442351818084717,Bus Stop
185,S Blankenburg,52.591069,13.442972,Meisterbäckerei Steinecke,52.590922057199954,13.445461003264,Bakery
186,S Blankenburg,52.591069,13.442972,Pankebecken,52.591602,13.437031,Lake
187,S Blankenfelde,52.337628,13.415907999999998,Bahnhof Blankenfelde (Kr Teltow-Fläming),52.33823329360712,13.415400986487647,Train Station
188,S Blankenfelde,52.337628,13.415907999999998,NP-Markt Blankenfelde,52.3357488,13.4127687,Supermarket
189,S Blankenfelde,52.337628,13.415907999999998,Grüne Passage,52.33567669102003,13.41279923915863,Shopping Mall
190,S Blankenfelde,52.337628,13.415907999999998,Dionysos,52.33543,13.412295,Greek Restaurant
191,S Borgsdorf,52.714491,13.276770999999998,S Borgsdorf,52.71439088808627,13.276394224886776,Light Rail Station
192,S Borgsdorf,52.714491,13.276770999999998,"Landgasthaus ""Weisser Hirsch""",52.71430966372064,13.278146982192993,Gastropub
193,S Borgsdorf,52.714491,13.276770999999998,Villa Grünlers,52.71468012900203,13.275325298309326,Café
194,S Bornholmer Str.,52.554763,13.397841,Kirschblütenweg,52.555886,13.398573,Trail
195,S Bornholmer Str.,52.554763,13.397841,Kugelbahn Wedding,52.55735654907218,13.395629377695531,Event Space
196,S Bornholmer Str.,52.554763,13.397841,Platz des 9. November 1989,52.55484046427757,13.399666307309772,Plaza
197,S Bornholmer Str.,52.554763,13.397841,Finn15,52.55366028819812,13.401536877785675,Lounge
198,S Bornholmer Str.,52.554763,13.397841,Miss Ploff,52.55396129013737,13.391898244448864,Coffee Shop
199,S Bornholmer Str.,52.554763,13.397841,Offside,52.55326874947898,13.39186254357669,Whisky Bar
200,S Bornholmer Str.,52.554763,13.397841,Kleingartenanlage Bornholm II e.V.,52.556461225965066,13.404135645633488,Garden
201,S Bornholmer Str.,52.554763,13.397841,Dilekerei,52.554024,13.3915615,Café
202,S Bornholmer Str.,52.554763,13.397841,Ehemaliger Grenzübergang Bornholmer Straße,52.55462007025518,13.398942947387695,Historic Site
203,S Bornholmer Str.,52.554763,13.397841,Seth Fathe,52.553131,13.403095,Pakistani Restaurant
204,S Bornholmer Str.,52.554763,13.397841,Lidl,52.553960269281916,13.40099885298514,Supermarket
205,S Bornholmer Str.,52.554763,13.397841,Kiez Späti,52.55289133283905,13.40433178018017,Convenience Store
206,S Bornholmer Str.,52.554763,13.397841,S Bornholmer Straße,52.55468845906756,13.397808084790565,Light Rail Station
207,S Bornholmer Str.,52.554763,13.397841,H S Bornholmer Straße,52.554880905114835,13.395847160324767,Tram Station
208,S Bornholmer Str.,52.554763,13.397841,ServiceStore DB,52.55445542,13.39787401,Smoke Shop
209,S Bornholmer Str.,52.554763,13.397841,Kleingartenanlage Bornholm I e.V.,52.55634,13.401137,Garden
210,S Bornholmer Str.,52.554763,13.397841,SV Norden-Nordwest 1898,52.55111183790273,13.394373700757036,Soccer Field
211,S Bornholmer Str.,52.554763,13.397841,H Björnsonstraße,52.554419381752275,13.403499565725085,Tram Station
212,S Botanischer Garten,52.447552,13.306041,Lauter Eis,52.4481474625,13.30570936203003,Ice Cream Shop
213,S Botanischer Garten,52.447552,13.306041,Loch Ness Scottish Pub,52.44697524066488,13.311625740592577,Whisky Bar
214,S Botanischer Garten,52.447552,13.306041,Bäckerei & Konditorei Kühnel,52.448359461516596,13.305215835571289,Bakery
215,S Botanischer Garten,52.447552,13.306041,S Botanischer Garten,52.44800635569196,13.306803703308105,Light Rail Station
216,S Botanischer Garten,52.447552,13.306041,Chirag,52.44916172834049,13.302986016232607,Indian Restaurant
217,S Botanischer Garten,52.447552,13.306041,Ko Phai,52.44774063896779,13.299636886345931,Thai Restaurant
218,S Botanischer Garten,52.447552,13.306041,H Tietzenweg,52.44459520212782,13.30155469911359,Bus Stop
219,S Buch,52.636614,13.492451999999998,Rossmann,52.6357078284589,13.493532997906586,Drugstore
220,S Buch,52.636614,13.492451999999998,Kaufland,52.63449323093821,13.495941199557777,Big Box Store
221,S Buch,52.636614,13.492451999999998,S Buch,52.63614924050301,13.492283821105957,Light Rail Station
222,S Buch,52.636614,13.492451999999998,H S Buch,52.63703145407902,13.4920395692269,Bus Stop
223,S Buch,52.636614,13.492451999999998,Bäckerei Schnell,52.636197191487724,13.493889869933277,Bakery
224,S Buch,52.636614,13.492451999999998,Netto Marken-Discount,52.63688142,13.4913674,Supermarket
225,S Buch,52.636614,13.492451999999998,Deichmann,52.63497949890802,13.49613147231348,Shoe Store
226,S Buch,52.636614,13.492451999999998,SON Asia Spezialitäten,52.63470096085313,13.496104604784177,Asian Restaurant
227,S Buckower Chaussee,52.410919,13.382689000000001,G-Star Outlet,52.4079578,13.3795779,Clothing Store
228,S Buckower Chaussee,52.410919,13.382689000000001,Kaufland,52.410491563785484,13.381812646905294,Big Box Store
229,S Buckower Chaussee,52.410919,13.382689000000001,Flame Diner,52.41108133748701,13.377630160997564,Diner
230,S Buckower Chaussee,52.410919,13.382689000000001,McDonald's,52.410558297503016,13.381590166952488,Fast Food Restaurant
231,S Buckower Chaussee,52.410919,13.382689000000001,S2 nach Bernau,52.410439390707594,13.382808384229735,Light Rail Station
232,S Buckower Chaussee,52.410919,13.382689000000001,Insel Sports Club,52.40902686402715,13.377371155734986,Tennis Court
233,S Buckower Chaussee,52.410919,13.382689000000001,H Nahmitzer Damm / Motzener Straße,52.40912125231122,13.376026153564451,Bus Stop
234,S Charlottenburg Bhf,52.504805000000005,13.303842999999999,Focaccino,52.505348,13.301255,Italian Restaurant
235,S Charlottenburg Bhf,52.504805000000005,13.303842999999999,Goldhahn & Sampson,52.50389113594047,13.307557139405183,Gourmet Shop
236,S Charlottenburg Bhf,52.504805000000005,13.303842999999999,Galander -Charlottenburg-,52.505336390251884,13.301601535489002,Cocktail Bar
237,S Charlottenburg Bhf,52.504805000000005,13.303842999999999,Salumeria da Pino Puglisi,52.505012,13.300167,Italian Restaurant
238,S Charlottenburg Bhf,52.504805000000005,13.303842999999999,Lamazère,52.50503796880791,13.300587213632856,French Restaurant
239,S Charlottenburg Bhf,52.504805000000005,13.303842999999999,Impala Coffee,52.50479923261686,13.307089044959548,Coffee Shop
240,S Charlottenburg Bhf,52.504805000000005,13.303842999999999,Saigon Today,52.50447108351826,13.307390666638229,Vietnamese Restaurant
241,S Charlottenburg Bhf,52.504805000000005,13.303842999999999,Windback Café,52.50552644887643,13.299626310564486,Café
242,S Charlottenburg Bhf,52.504805000000005,13.303842999999999,dm-drogerie markt,52.50608,13.306551,Drugstore
243,S Charlottenburg Bhf,52.504805000000005,13.303842999999999,Viet's,52.50416070325026,13.307421575275796,Vietnamese Restaurant
244,S Charlottenburg Bhf,52.504805000000005,13.303842999999999,Milch & Soda,52.50400744,13.30718133,Mediterranean Restaurant
245,S Charlottenburg Bhf,52.504805000000005,13.303842999999999,go asia 東 Asien Supermarkt,52.506530920574285,13.302662372589111,Grocery Store
